Name,API_Name,Memory_GB,vCPUs,Compute_Contract_Price,On_Demand_Cost_Hourly,Hourly_DBUs,GPUs,GPU_Model,GPU_Memory_GB,Physical_Processor,Clock_Speed_GHz,Instance_Storage,Network_Performance,EBS_Optimized_Max_Bandwidth_Mbps,EBS_Optimized_Max_Throughput_128K_Mbps,EBS_As_NVMe,Enhanced_Networking,Linux_Reserved_Cost_Hourly,EBS_Optimized_Surcharge_Hourly
C5AD Extra Large,c5ad.xlarge,8.0,4,0.172,0.172,,0,None,0,AMD EPYC 7R32,2.8,150 GiB NVMe SSD,10 Gigabit,3170,396,TRUE,TRUE,0.108,0
C5AD Double Extra Large,c5ad.2xlarge,16.0,8,0.344,0.344,,0,None,0,AMD EPYC 7R32,2.8,300 GiB NVMe SSD,10 Gigabit,3170,396,TRUE,TRUE,0.217,0
C5AD Quadruple Extra Large,c5ad.4xlarge,32.0,16,0.688,0.688,,0,None,0,AMD EPYC 7R32,2.8,600 GiB NVMe SSD,10 Gigabit,3170,396,TRUE,TRUE,0.433,0
C5AD Eight Extra Large,c5ad.8xlarge,64.0,32,1.376,1.376,,0,None,0,AMD EPYC 7R32,2.8,1200 GiB  NVMe SSD,10 Gigabit,3170,396,TRUE,TRUE,0.876,0
C5AD 12xlarge,c5ad.12xlarge,96.0,48,2.064,2.064,,0,None,0,AMD EPYC 7R32,2.8,1800 GiB NVMe SSD,12 Gigabit,4750,594,TRUE,TRUE,1.3,0
C5AD 16xlarge,c5ad.16xlarge,128.0,64,2.752,2.752,,0,None,0,AMD EPYC 7R32,2.8,2400 GiB NVMe SSD,20 Gigabit,6300,788,TRUE,TRUE,1.734,0
C5AD 24xlarge,c5ad.24xlarge,192.0,96,4.128,4.128,,0,None,0,AMD EPYC 7R32,2.8,3800 GiB NVMe SSD,20 Gigabit,9500,1188,TRUE,TRUE,2.601,0
C5N Extra Large,c5n.xlarge,10.5,4,0.216,0.216,,0,None,0,Intel Xeon Platinum 8124M,3,EBS only,25 Gigabit,4750,593.75,TRUE,TRUE,0.136,0
C5N Double Extra Large,c5n.2xlarge,21.0,8,0.432,0.432,,0,None,0,Intel Xeon Platinum 8124M,3,EBS only,25 Gigabit,4750,593.75,TRUE,TRUE,0.272,0
C5N Quadruple Extra Large,c5n.4xlarge,42.0,16,0.864,0.864,,0,None,0,Intel Xeon Platinum 8124M,3,EBS only,25 Gigabit,4750,593.75,TRUE,TRUE,0.544,0
C5N 9xlarge,c5n.9xlarge,96.0,36,1.944,1.944,,0,None,0,Intel Xeon Platinum 8124M,3,EBS only,50 Gigabit,9500,1187.5,TRUE,TRUE,1.225,0
C5N 18xlarge,c5n.18xlarge,192.0,72,3.888,3.888,,0,None,0,Intel Xeon Platinum 8124M,3,EBS only,100 Gigabit,19000,2375,TRUE,TRUE,2.449,0
D3 Extra Large,d3.xlarge,32.0,4,0.4999,0.4999,,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,5940 GiB HDD,15 Gigabit,2800,350,TRUE,TRUE,0.315,0
D3 Double Extra Large,d3.2xlarge,64.0,8,0.999,0.999,,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,11880 GiB HDD,15 Gigabit,2800,350,TRUE,TRUE,0.629,0
D3 Quadruple Extra Large,d3.4xlarge,128.0,16,1.998,1.998,,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,23760 GiB HDD,15 Gigabit,2800,350,TRUE,TRUE,1.259,0
D3EN Extra Large,d3en.xlarge,16.0,4,0.526,0.526,,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,27960 GiB HDD,25 Gigabit,2800,350,TRUE,TRUE,0.331,0
D3EN Double Extra Large,d3en.2xlarge,32.0,8,1.051,1.051,,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,55920 GiB HDD,25 Gigabit,2800,350,TRUE,TRUE,0.662,0
D3EN Quadruple Extra Large,d3en.4xlarge,64.0,16,2.103,2.103,,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,111840 GiB HDD,25 Gigabit,2800,350,TRUE,TRUE,1.325,0
D3EN Quadruple Extra Large,d3en.6xlarge,96.0,24,3.154,3.154,,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,167760 GiB HDD,40 Gigabit,-,0,TRUE,TRUE,1.987,0
M5DN Large,m5dn.large,8.0,2,0.136,0.136,,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,75 GiB NVMe SSD,25 Gigabit,4750,593.75,TRUE,FALSE,0.086,0
M5DN Extra Large,m5dn.xlarge,16.0,4,0.272,0.272,,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,150 GiB NVMe SSD,25 Gigabit,4750,593.75,TRUE,FALSE,0.171,0
M5DN Double Extra Large,m5dn.2xlarge,32.0,8,0.544,0.544,,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,300 GiB NVMe SSD,25 Gigabit,4750,593.75,TRUE,FALSE,0.343,0
M5DN Quadruple Extra Large,m5dn.4xlarge,64.0,16,1.088,1.088,,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,600 GiB NVMe SSD,25 Gigabit,4750,593.75,TRUE,FALSE,0.685,0
M5DN Eight Extra Large,m5dn.8xlarge,128.0,32,2.176,2.176,,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,1200 GiB NVMe SSD,25 Gigabit,6800,850,TRUE,FALSE,1.371,0
M5DN Eight Extra Large,m5dn.12xlarge,192.0,48,3.264,3.264,,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,1800 GiB NVMe SSD,50 Gigabit,9500,1187.5,TRUE,FALSE,2.056,0
M5DN 12xlarge,m5dn.16xlarge,256.0,64,4.352,4.352,,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,2400 GiB NVMe SSD,75 Gigabit,13600,1700,TRUE,FALSE,2.742,0
M5DN 24xlarge,m5dn.24xlarge,384.0,96,6.528,6.528,,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,3600 GiB NVMe SSD,100 Gigabit,19000,2375,TRUE,FALSE,4.113,0
M5N Large,m5n.large,8.0,2,0.119,0.119,,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,EBS only,25 Gigabit,4750,593.75,TRUE,FALSE,0.075,0
M5N Extra Large,m5n.xlarge,16.0,4,0.238,0.238,,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,EBS only,25 Gigabit,4750,593.75,TRUE,FALSE,0.15,0
M5N Double Extra Large,m5n.2xlarge,32.0,8,0.476,0.476,,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,EBS only,25 Gigabit,4750,593.75,TRUE,FALSE,0.3,0
M5N Quadruple Extra Large,m5n.4xlarge,64.0,16,0.952,0.952,,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,EBS only,25 Gigabit,4750,593.75,TRUE,FALSE,0.6,0
M5N Eight Extra Large,m5n.8xlarge,128.0,32,1.904,1.904,,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,EBS only,25 Gigabit,6800,850,TRUE,FALSE,1.2,0
M5N 12xlarge,m5n.12xlarge,192.0,48,2.856,2.856,,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,EBS only,50 Gigabit,9500,1187.5,TRUE,FALSE,1.799,0
M5N 16xlarge,m5n.16xlarge,256.0,64,3.808,3.808,,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,EBS only,75 Gigabit,13600,1700,TRUE,FALSE,2.399,0
M5N 24xlarge,m5n.24xlarge,384.0,96,5.712,5.712,,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,EBS only,100 Gigabit,19000,2375,TRUE,FALSE,3.599,0
M5ZN Large,m5zn.large,8.0,2,0.165,0.165,,0,None,0,Intel Xeon Platinum 8252,4.5,EBS only,25 Gigabit,3170,396.25,TRUE,TRUE,0.104,0
M5ZN Extra Large,m5zn.xlarge,16.0,4,0.33,0.33,,0,None,0,Intel Xeon Platinum 8252,4.5,EBS only,25 Gigabit,3170,396.25,TRUE,TRUE,0.208,0
M5ZN Double Extra Large,m5zn.2xlarge,32.0,8,0.66,0.66,,0,None,0,Intel Xeon Platinum 8252,4.5,EBS only,25 Gigabit,3170,396.25,TRUE,TRUE,0.416,0
M5ZN 3xlarge,m5zn.3xlarge,48.0,12,0.991,0.991,,0,None,0,Intel Xeon Platinum 8252,4.5,EBS only,25 Gigabit,4750,593.75,TRUE,TRUE,0.624,0
M5ZN 6xlarge,m5zn.6xlarge,96.0,24,1.982,1.982,,0,None,0,Intel Xeon Platinum 8252,4.5,EBS only,50 Gigabit,9500,1187.5,TRUE,TRUE,1.248,0
M5ZN 12xlarge,m5zn.12xlarge,192.0,48,3.964,3.964,,0,None,0,Intel Xeon Platinum 8252,4.5,EBS only,100 Gigabit,19000,2375,TRUE,TRUE,2.497,0
P3DN 24xlarge,p3dn.24xlarge,768.0,96,31.212,31.212,,8,NVIDIA Tesla V100,256,Intel Xeon Platinum 8175 (Skylake),2.5,1800 GiB NVMe SSD,100 Gigabit,19000,2375,TRUE,TRUE,19.215,0
R5DN Large,r5dn.large,16.0,2,0.167,0.167,,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,75 GiB NVMe SSD,25 Gigabit,4750,593.75,TRUE,FALSE,0.105,0
R5DN Extra Large,r5dn.xlarge,32.0,4,0.334,0.334,,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,150 GiB NVMe SSD,25 Gigabit,4750,593.75,TRUE,FALSE,0.21,0
R5DN Double Extra Large,r5dn.2xlarge,64.0,8,0.668,0.668,,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,300 GiB NVMe SSD,25 Gigabit,4750,593.75,TRUE,FALSE,0.421,0
R5DN Quadruple Extra Large,r5dn.4xlarge,128.0,16,1.336,1.336,,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,600 GiB NVMe SSD,25 Gigabit,4750,593.75,TRUE,FALSE,0.842,0
R5DN Eight Extra Large,r5dn.8xlarge,256.0,32,2.672,2.672,,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,1200 GiB NVMe SSD,25 Gigabit,6800,850,TRUE,FALSE,1.683,0
R5DN 12xlarge,r5dn.12xlarge,384.0,48,4.008,4.008,,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,1800 GiB NVMe SSD,50 Gigabit,9500,1187.5,TRUE,FALSE,2.525,0
R5DN 16xlarge,r5dn.16xlarge,512.0,64,5.344,5.344,,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,2400 GiB NVMe SSD,75 Gigabit,13600,1700,TRUE,FALSE,3.367,0
R5DN 24xlarge,r5dn.24xlarge,768.0,96,8.016,8.016,,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,3600 GiB NVMe SSD,100 Gigabit,19000,2375,TRUE,FALSE,5.05,0
R5N Large,r5n.large,16.0,2,0.149,0.149,,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),2.5,EBS only,25 Gigabit,4750,593.75,TRUE,FALSE,0.094,0
R5N Extra Large,r5n.xlarge,32.0,4,0.298,0.298,,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),2.5,EBS only,25 Gigabit,4750,593.75,TRUE,FALSE,0.188,0
R5N Double Extra Large,r5n.2xlarge,64.0,8,0.596,0.596,,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),2.5,EBS only,25 Gigabit,4750,593.75,TRUE,FALSE,0.375,0
R5N Quadruple Extra Large,r5n.4xlarge,128.0,16,1.192,1.192,,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),2.5,EBS only,25 Gigabit,4750,593.75,TRUE,FALSE,0.751,0
R5N Eight Extra Large,r5n.8xlarge,256.0,32,2.384,2.384,,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),2.5,EBS only,25 Gigabit,6800,850,TRUE,FALSE,1.502,0
R5N 12xlarge,r5n.12xlarge,384.0,48,3.576,3.576,,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),2.5,EBS only,50 Gigabit,9800,1187.5,TRUE,FALSE,2.253,0
R5N 16xlarge,r5n.16xlarge,512.0,64,4.768,4.768,,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),2.5,EBS only,75 Gigabit,13600,1700,TRUE,FALSE,3.004,0
R5N 24xlarge,r5n.24xlarge,768.0,96,7.152,7.152,,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),2.5,EBS only,100 Gigabit,19000,2375,TRUE,FALSE,4.506,0
